OTU,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu213,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,1.0000,Eggerthellaceae,1.0000,Eggerthella,1.0000
Otu214,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Hungatella,0.9900
Otu216,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Barnesiellaceae,1.0000,Barnesiella,1.0000
Otu215,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Peptoniphilaceae,1.0000,Parvimonas,1.0000
Otu217,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Pseudoflavonifractor,1.0000
Otu218,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Howardella,1.0000
Otu219,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8900,Enterocloster,0.2300
Otu221,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,1.0000
Otu220,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Lachnospiracea_incertae_sedis,0.4200
Otu222,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,0.3400
Otu223,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9600,Lacrimispora,0.3800
Otu224,Bacteria,1.0000,Firmicutes,0.5200,Clostridia,0.4300,Clostridiales,0.4000,Acholeplasmataceae,0.1200,Acholeplasma,0.1200
Otu225,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.8700,Clostridiales,0.8600,Lachnospiraceae,0.2200,Anaerotignum,0.1900
Otu226,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8800,Lachnospiracea_incertae_sedis,0.3100
Otu228,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9300,Clostridiales,0.9300,Lachnospiraceae,0.3500,Alkaliphilus,0.1500
Otu227,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,1.0000
Otu229,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9700,Hespellia,0.2900
Otu230,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,0.9900
Otu231,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9800,Cuneatibacter,0.1500
Otu232,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Dorea,0.9200
Otu233,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Ruthenibacterium,1.0000
Otu234,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Bacteroidaceae,1.0000,Bacteroides,1.0000
Otu235,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.5400,Clostridiales,0.5400,Selenomonadaceae,0.1400,Mitsuokella,0.1000
Otu238,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9200,Clostridiales,0.9200,Lachnospiraceae,0.2400,Alkaliphilus,0.2000
Otu237,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaeromassilibacillus,1.0000
Otu236,Bacteria,1.0000,Firmicutes,0.9600,Clostridia,0.8200,Clostridiales,0.8200,Clostridiales_Incertae_Sedis_XIII,0.5700,Aminipila,0.4700
Otu239,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Anaerostipes,0.7900
Otu241,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Rikenellaceae,1.0000,Alistipes,1.0000
Otu240,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9900,Oscillibacter,0.5300
Otu242,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,0.9400
Otu244,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Lachnotalea,0.2700
Otu243,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Roseburia,0.7000
Otu246,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Rikenellaceae,1.0000,Alistipes,1.0000
Otu245,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Neglecta,0.9000
Otu247,Bacteria,1.0000,Firmicutes,0.6000,Clostridia,0.3200,Clostridiales,0.3200,Acholeplasmataceae,0.2700,Acholeplasma,0.2700
Otu249,Bacteria,1.0000,Firmicutes,0.8100,Clostridia,0.8100,Clostridiales,0.8100,Ruminococcaceae,0.5300,Ruminococcus,0.3500
Otu248,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,1.0000,Erysipelotrichales,1.0000,Erysipelotrichaceae,1.0000,Turicibacter,1.0000
Otu250,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Flintibacter,0.9800
Otu251,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Agathobaculum,1.0000
Otu252,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9500,Butyrivibrio,0.3300
Otu254,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9500,Faecalimonas,0.3300
Otu253,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Ruminococcus,1.0000
Otu256,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Neglecta,0.9400
Otu255,Bacteria,1.0000,Proteobacteria,1.0000,Gammaproteobacteria,1.0000,Pseudomonadales,1.0000,Pseudomonadaceae,1.0000,Pseudomonas,1.0000
Otu258,Bacteria,1.0000,Proteobacteria,0.5000,Deltaproteobacteria,0.4200,Bdellovibrionales,0.3400,Bdellovibrionaceae,0.3400,Vampirovibrio,0.3400
Otu257,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Clostridiaceae_1,1.0000,Clostridium_sensu_stricto,1.0000
Otu259,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9900,Oscillibacter,0.5700
Otu260,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Lactobacillaceae,1.0000,Lactobacillus,1.0000
Otu261,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9300,Butyrivibrio,0.3300
Otu262,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9500,Clostridiales,0.9500,Clostridiaceae_2,0.2900,Alkaliphilus,0.2800
Otu264,Bacteria,1.0000,Firmicutes,0.9100,Clostridia,0.9100,Clostridiales,0.8400,Ruminococcaceae,0.6200,Flintibacter,0.2200
Otu263,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Actinomycetales,1.0000,Actinomycetaceae,1.0000,Schaalia,0.9900
Otu265,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,0.9700
Otu266,Bacteria,1.0000,Firmicutes,0.8600,Clostridia,0.8500,Clostridiales,0.8400,Lachnospiraceae,0.3900,Lachnospiracea_incertae_sedis,0.0800
Otu267,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Hungatella,0.3500
Otu268,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9000,Sporobacter,0.3600
Otu269,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Dysosmobacter,1.0000
Otu270,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Peptoniphilaceae,1.0000,Parvimonas,1.0000
Otu272,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Oscillibacter,0.4900
Otu271,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.6400,Clostridiales,0.5600,Peptococcaceae_2,0.2100,Desulfallas,0.1000
Otu274,Bacteria,1.0000,Actinobacteria,0.8600,Coriobacteriia,0.8000,Coriobacteriales,0.7600,Coriobacteriaceae,0.7500,Collinsella,0.4500
Otu273,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8900,Lachnospiracea_incertae_sedis,0.2500
Otu275,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Ruminococcus,0.3700
Otu277,Bacteria,1.0000,Firmicutes,0.9400,Clostridia,0.8700,Clostridiales,0.8700,Lachnospiraceae,0.2400,Alkaliphilus,0.1200
Otu279,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Rikenellaceae,1.0000,Alistipes,1.0000
Otu276,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Paenibacillaceae_1,0.9800,Gorillibacterium,0.6700
Otu278,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9500,Sporobacter,0.5000
Otu280,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9700,Oscillibacter,0.3800
Otu283,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Rikenellaceae,1.0000,Alistipes,1.0000
Otu282,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Acutalibacter,0.5000
Otu281,Bacteria,1.0000,Actinobacteria,0.5900,Coriobacteriia,0.5800,Coriobacteriales,0.5200,Atopobiaceae,0.5200,Olsenella,0.4900
Otu284,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Eubacteriaceae,0.6400,Eubacterium,0.6400
Otu285,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Ruminococcus2,0.9600
Otu286,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Ruminococcus2,0.4200
Otu289,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Porphyromonadaceae,1.0000,Parabacteroides,1.0000
Otu287,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,1.0000
Otu288,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Mediterraneibacter,0.9200
Otu290,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Barnesiellaceae,1.0000,Coprobacter,1.0000
Otu291,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Clostridiaceae_2,0.3200,Alkaliphilus,0.3100
Otu292,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Merdimonas,0.6200
Otu293,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,1.0000
Otu294,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Lactobacillaceae,1.0000,Leuconostoc,1.0000
Otu295,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,1.0000
Otu296,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9600,Enterocloster,0.4700
Otu299,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Rikenellaceae,1.0000,Alistipes,1.0000
Otu297,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Clostridiales_Incertae_Sedis_XIII,0.8900,Ihubacter,0.5600
Otu298,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Blautia,0.2800
Otu300,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Oscillibacter,0.9500
Otu303,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.3400,Anaerosolibacter,0.1800
Otu302,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Intestinimonas,0.9100
Otu301,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Clostridiaceae_1,0.5900,Clostridium_sensu_stricto,0.3300
Otu304,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9400,Butyrivibrio,0.2900
Otu306,Bacteria,1.0000,Tenericutes,0.7200,Mollicutes,0.7200,Acholeplasmatales,0.6800,Acholeplasmataceae,0.6800,Acholeplasma,0.6800
Otu305,Bacteria,1.0000,Firmicutes,0.8200,Clostridia,0.7600,Clostridiales,0.7500,Ruminococcaceae,0.5300,Oscillibacter,0.2900
Otu307,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Flintibacter,0.9000
Otu308,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9300,Clostridiales,0.9300,Clostridiaceae_1,0.3900,Clostridium_sensu_stricto,0.3000
Otu309,Bacteria,1.0000,Firmicutes,0.5600,Mollicutes,0.2900,Erysipelotrichales,0.2400,Erysipelotrichaceae,0.2400,Spiroplasma,0.2400
Otu310,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Paludicola,0.7100
Otu312,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Odoribacteraceae,1.0000,Gabonibacter,1.0000
Otu311,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Lacrimispora,0.4700
Otu314,Bacteria,1.0000,Proteobacteria,0.9300,Alphaproteobacteria,0.8800,Rhodospirillales,0.6600,Rhodospirillaceae,0.6000,Insolitispirillum,0.5400
Otu313,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Lachnospiracea_incertae_sedis,1.0000
Otu316,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Ruminococcus2,0.8700
Otu315,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.7000,Clostridiales,0.5900,Peptococcaceae_2,0.2000,Alkalibacter,0.1300
Otu318,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8700,Roseburia,0.5300
Otu317,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9300,Clostridiales,0.9100,Gracilibacteraceae,0.3400,Lutispora,0.2800
Otu321,Bacteria,1.0000,Firmicutes,0.5600,Clostridia,0.4800,Clostridiales,0.4700,Entomoplasmataceae,0.1000,Spiroplasma,0.0700
Otu319,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9800,Clostridiales,0.9800,Clostridiales_Incertae_Sedis_XIII,0.8000,Ihubacter,0.5400
Otu320,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Hungatella,0.6000
Otu322,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Oscillibacter,0.7600
Otu324,Bacteria,1.0000,Tenericutes,0.6600,Mollicutes,0.6600,Acholeplasmatales,0.6300,Acholeplasmataceae,0.6300,Acholeplasma,0.6300
Otu323,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Lachnospiraceae,0.9900,Clostridium_XlVa,0.4800
Otu326,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Rikenellaceae,1.0000,Alistipes,1.0000
Otu325,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,1.0000
Otu329,Bacteria,1.0000,Firmicutes,0.7000,Clostridia,0.7000,Clostridiales,0.7000,Lachnospiraceae,0.7000,Clostridium_XlVa,0.5700
Otu327,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Clostridiales_Incertae_Sedis_XIII,0.9700,Ihubacter,0.9700
Otu328,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.4200,Bacillales,0.3600,Paenibacillaceae_1,0.2100,Paenibacillus,0.1800
Otu330,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9800,Blautia,0.6400
Otu331,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Lachnospiracea_incertae_sedis,0.4500
Otu333,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,1.0000,Erysipelotrichales,1.0000,Erysipelotrichaceae,1.0000,Faecalicoccus,0.5800
Otu332,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Lactobacillaceae,1.0000,Lactobacillus,1.0000
Otu334,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Hungatella,0.4300
Otu335,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9400,Butyrivibrio,0.3300
Otu336,Bacteria,1.0000,Firmicutes,0.6900,Clostridia,0.3800,Clostridiales,0.3800,Erysipelotrichaceae,0.2200,Erysipelothrix,0.1300
Otu338,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9000,Enterocloster,0.2100
Otu341,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9300,Enterocloster,0.2700
Otu340,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9500,Monoglobus,0.4700
Otu337,Bacteria,1.0000,Firmicutes,0.9300,Clostridia,0.9200,Clostridiales,0.8000,Ruminococcaceae,0.5500,Intestinimonas,0.1900
Otu339,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9600,Papillibacter,0.2300
Otu343,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9600,Clostridiales,0.9600,Clostridiaceae_2,0.2600,Alkaliphilus,0.2500
Otu342,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.9300,Clostridiales,0.9300,Clostridiales_Incertae_Sedis_XIII,0.7800,Aminipila,0.5100
Otu344,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Oscillibacter,0.7600
Otu346,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Acetitomaculum,0.6000
Otu345,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Agathobaculum,1.0000
Otu347,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Staphylococcaceae,1.0000,Staphylococcus,1.0000
Otu350,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,1.0000,Erysipelotrichales,1.0000,Erysipelotrichaceae,1.0000,Holdemania,1.0000
Otu348,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Dysosmobacter,0.9300
Otu349,Bacteria,1.0000,Proteobacteria,1.0000,Deltaproteobacteria,0.8700,Desulfovibrionales,0.8700,Desulfovibrionaceae,0.4300,Desulfovibrio,0.3800
Otu351,Bacteria,1.0000,Firmicutes,0.9200,Clostridia,0.9200,Clostridiales,0.8800,Ruminococcaceae,0.7700,Intestinimonas,0.4800
Otu352,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9800,Flintibacter,0.7300
Otu353,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9100,Enterocloster,0.3400
Otu354,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.9300,Clostridiales,0.9300,Lachnospiraceae,0.4600,Robinsoniella,0.0900
Otu356,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Peptostreptococcaceae,1.0000,Terrisporobacter,1.0000
Otu355,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Oscillibacter,0.9300
Otu358,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Coriobacteriales,1.0000,Coriobacteriaceae,1.0000,Collinsella,1.0000
Otu361,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.9700,Clostridiales,0.9700,Ruminococcaceae,0.6500,Flintibacter,0.4400
Otu357,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.6400,Clostridiales,0.5700,Eubacteriaceae,0.1800,Alkalibacter,0.1600
Otu359,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.8200,Clostridiales,0.7900,Eubacteriaceae,0.3300,Alkalibacter,0.3100
Otu360,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Agathobaculum,1.0000
Otu362,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Mediterraneibacter,0.8500
Otu364,Bacteria,1.0000,Firmicutes,0.9500,Clostridia,0.8900,Clostridiales,0.8900,Clostridiaceae_2,0.2400,Alkaliphilus,0.2300
Otu363,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9700,Clostridiales,0.9700,Clostridiaceae_1,0.4600,Clostridium_sensu_stricto,0.3700
Otu366,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Ruthenibacterium,0.5400
Otu365,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,1.0000,Erysipelotrichales,1.0000,Erysipelotrichaceae,1.0000,Clostridium_XVIII,1.0000
Otu367,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9700,Sporobacter,0.6000
Otu370,Bacteria,1.0000,Firmicutes,0.6100,Erysipelotrichia,0.5500,Erysipelotrichales,0.5500,Erysipelotrichaceae,0.5500,Holdemania,0.4100
Otu372,Bacteria,1.0000,Firmicutes,0.6700,Erysipelotrichia,0.6000,Erysipelotrichales,0.6000,Erysipelotrichaceae,0.6000,Holdemania,0.4300
Otu371,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,0.9900
Otu369,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9200,Merdimonas,0.3600
Otu368,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Clostridiaceae_1,1.0000,Clostridium_sensu_stricto,1.0000
Otu373,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Clostridiales_Incertae_Sedis_XIII,0.9500,Ihubacter,0.9400
Otu374,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Lachnospiracea_incertae_sedis,0.1900
Otu375,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9600,Clostridiales,0.9600,Clostridiaceae_2,0.2900,Alkaliphilus,0.2800
Otu376,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Paenibacillaceae_1,1.0000,Cohnella,1.0000
Otu377,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.4000,Anaerosolibacter,0.1800
Otu378,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Hungatella,0.9900
Otu382,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Negativibacillus,0.4200
Otu379,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Flavonifractor,0.7200
Otu381,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9500,Sporobacter,0.5200
Otu380,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9800,Sporobacter,0.6000
Otu383,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9800,Clostridiales,0.9800,Lachnospiraceae,0.5600,Anaerotignum,0.4700
Otu384,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9500,Sporobacter,0.5300
