OTU,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu558,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Ethanoligenens,0.3700
Otu560,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Eubacteriaceae,0.5500,Eubacterium,0.4700
Otu561,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9500,Tepidibaculum,0.3400
Otu564,Bacteria,1.0000,Tenericutes,0.4200,Mollicutes,0.4200,Clostridiales,0.3200,Spiroplasmataceae,0.1400,Spiroplasma,0.1400
Otu562,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Clostridiales_Incertae_Sedis_XIII,0.9600,Ihubacter,0.9200
Otu563,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Fournierella,0.8500
Otu566,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Fournierella,0.9000
Otu565,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Intestinimonas,0.5800
Otu567,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Carnobacteriaceae,0.7100,Granulicatella,0.7000
Otu568,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,1.0000,Erysipelotrichales,1.0000,Erysipelotrichaceae,1.0000,Solobacterium,1.0000
Otu569,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.8200
Otu570,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Peptoniphilaceae,1.0000,Murdochiella,1.0000
Otu574,Bacteria,1.0000,Firmicutes,0.4100,Mollicutes,0.3600,Entomoplasmatales,0.2000,Spiroplasmataceae,0.1900,Spiroplasma,0.1900
Otu572,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Lawsonibacter,0.4600
Otu573,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Eubacteriaceae,0.7500,Eubacterium,0.7500
Otu571,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Sporolactobacillaceae,0.9300,Sporolactobacillus,0.9300
Otu575,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu576,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Clostridium_IV,0.4300
Otu577,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerocolumna,0.2600
Otu578,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Lachnospiraceae,0.9800,Clostridium_XlVb,0.9700
Otu579,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.8400,Clostridium_IV,0.2000
Otu580,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8000,Mediterraneibacter,0.2200
Otu582,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Caproicibacter,0.7500
Otu583,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9100,Caproicibacter,0.3200
Otu581,Bacteria,1.0000,Proteobacteria,1.0000,Gammaproteobacteria,1.0000,Pasteurellales,1.0000,Pasteurellaceae,1.0000,Mannheimia,0.5800
Otu584,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Oscillibacter,1.0000
Otu585,Bacteria,1.0000,Proteobacteria,1.0000,Betaproteobacteria,1.0000,Burkholderiales,1.0000,Comamonadaceae,1.0000,Pelomonas,0.9200
Otu586,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Ruminococcus,1.0000
Otu587,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.9700,Clostridiales,0.9700,Lachnospiraceae,0.9700,Anaerosporobacter,0.4100
Otu588,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.9400,Clostridiales,0.8300,Clostridiaceae_1,0.2400,Clostridium_sensu_stricto,0.2400
Otu590,Bacteria,1.0000,Firmicutes,0.6600,Clostridia,0.6200,Clostridiales,0.6200,Clostridiaceae_2,0.1500,Acholeplasma,0.1200
Otu589,Bacteria,1.0000,Firmicutes,0.9600,Clostridia,0.9100,Clostridiales,0.7700,Clostridiaceae_1,0.2000,Caloramator,0.1200
Otu592,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Lawsonibacter,0.4700
Otu591,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9500,Clostridiales,0.7100,Peptococcaceae_1,0.2300,Desulfitibacter,0.1500
Otu593,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8400,Anaerobutyricum,0.7500
Otu594,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Oscillibacter,0.9300
Otu595,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9800,Hydrogenoanaerobacterium,0.3900
Otu596,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Peptoniphilaceae,1.0000,Ezakiella,1.0000
Otu597,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Lactobacillaceae,1.0000,Leuconostoc,1.0000
Otu599,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.8200,Hydrogenoanaerobacterium,0.3000
Otu598,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Flavonifractor,0.5500
Otu600,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Acutalibacter,0.4300
Otu601,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.6800
Otu602,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Dysosmobacter,0.5100
Otu603,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9700,Papillibacter,0.4300
Otu605,Bacteria,1.0000,Firmicutes,0.5100,Clostridia,0.4700,Clostridiales,0.4700,Entomoplasmataceae,0.1600,Spiroplasma,0.1300
Otu604,Bacteria,1.0000,Firmicutes,0.9200,Bacilli,0.4600,Bacillales,0.4600,Paenibacillaceae_1,0.3800,Paenibacillus,0.3600
Otu606,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Lachnospiraceae,0.9900,Anaerotignum,0.9900
Otu607,Bacteria,1.0000,Firmicutes,0.8900,Clostridia,0.4300,Bacillales,0.4200,Peptococcaceae_2,0.1700,Paenibacillus,0.1100
Otu608,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu610,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Mycobacteriales,1.0000,Lawsonellaceae,1.0000,Lawsonella,1.0000
Otu609,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.6400,Papillibacter,0.4500
Otu611,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerosporobacter,0.9100
Otu612,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Muricomes,0.3500
Otu613,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,0.9900,Eggerthellales,0.8600,Eggerthellaceae,0.8600,Adlercreutzia,0.4400
Otu615,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9600,Harryflintia,0.4600
Otu614,Bacteria,1.0000,Firmicutes,0.6200,Clostridia,0.5900,Clostridiales,0.5900,Ruminococcaceae,0.3400,Ruminococcus,0.1200
Otu616,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9500,Clostridiales,0.9400,Gracilibacteraceae,0.4100,Lutispora,0.2600
Otu617,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Actinomycetales,0.9800,Actinomycetaceae,0.9800,Schaalia,0.9300
Otu621,,,Bacteria,1.0000,Cyanobacteria/Chloroplast,1.0000,Chloroplast,1.0000,Chloroplast,1.0000,Streptophyta,1.0000
Otu618,Bacteria,1.0000,Firmicutes,0.9500,Clostridia,0.8900,Clostridiales,0.8300,Peptococcaceae_1,0.3000,Christensenella,0.1200
Otu619,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.2700
Otu620,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Dysosmobacter,1.0000
Otu623,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Tepidibaculum,0.6200
Otu622,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Christensenellaceae,0.7600,Christensenella,0.7600
Otu624,Bacteria,1.0000,Firmicutes,0.8400,Clostridia,0.8300,Clostridiales,0.8000,Ruminococcaceae,0.5600,Intestinimonas,0.1700
Otu625,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Papillibacter,0.3200
Otu626,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Oscillibacter,1.0000
Otu627,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,1.0000
Otu629,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Clostridiales_Incertae_Sedis_XIII,1.0000,Mogibacterium,1.0000
Otu628,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Mycobacteriales,1.0000,Corynebacteriaceae,1.0000,Corynebacterium,1.0000
Otu631,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Lacrimispora,0.1800
Otu630,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9800,Clostridiales,0.9800,Ruminococcaceae,0.6400,Ruminococcus,0.3200
Otu632,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu633,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Lawsonibacter,0.7100
Otu634,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Butyrivibrio,0.1900
Otu635,Bacteria,1.0000,Firmicutes,0.5100,Clostridia,0.4700,Clostridiales,0.4700,Entomoplasmataceae,0.1600,Spiroplasma,0.1400
Otu637,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9600,Faecalicatena,0.3700
Otu636,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9800,Clostridiales,0.9800,Peptococcaceae_1,0.4300,Peptococcus,0.3600
Otu638,Bacteria,1.0000,Firmicutes,0.8300,Clostridia,0.7700,Clostridiales,0.7700,Peptostreptococcaceae,0.1900,Desulfofarcimen,0.1200
Otu639,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Harryflintia,0.5000
Otu641,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Mediterraneibacter,0.3900
Otu640,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerosporobacter,0.5200
Otu642,Bacteria,1.0000,Firmicutes,0.5800,Clostridia,0.3000,Clostridiales,0.3000,Acholeplasmataceae,0.1200,Acholeplasma,0.1200
Otu643,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8300,Anaerosporobacter,0.3800
Otu644,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9500,Enterocloster,0.6000
Otu645,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Monoglobus,1.0000
Otu647,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9000,Clostridiales,0.8800,Gracilibacteraceae,0.2400,Gracilibacter,0.2200
Otu646,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.9400,Clostridiales,0.9400,Clostridiaceae_1,0.3600,Caloramator,0.1600
Otu648,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Pseudoflavonifractor,0.6800
Otu649,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Streptococcaceae,1.0000,Streptococcus,1.0000
Otu650,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9700,Clostridium_IV,0.6200
Otu651,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu652,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Lactobacillaceae,1.0000,Leuconostoc,1.0000
Otu654,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,1.0000,Eggerthellaceae,1.0000,Slackia,1.0000
Otu655,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Fournierella,0.8700
Otu653,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Actinomycetales,1.0000,Actinomycetaceae,1.0000,Actinomyces,1.0000
Otu656,Bacteria,1.0000,Fusobacteria,1.0000,Fusobacteriia,1.0000,Fusobacteriales,1.0000,Fusobacteriaceae,1.0000,Fusobacterium,1.0000
Otu657,Bacteria,1.0000,Firmicutes,0.9100,Clostridia,0.8300,Clostridiales,0.8000,Clostridiaceae_1,0.2700,Caloramator,0.2600
Otu658,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerotruncus,0.9200
Otu659,Bacteria,1.0000,Firmicutes,0.8900,Clostridia,0.8300,Clostridiales,0.8300,Lachnospiraceae,0.1300,Christensenella,0.1200
Otu660,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Eubacteriaceae,1.0000,Anaerofustis,1.0000
Otu662,Bacteria,1.0000,Firmicutes,0.9200,Clostridia,0.9200,Clostridiales,0.9200,Lachnospiraceae,0.9100,Clostridium_XlVa,0.3700
Otu663,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Lactobacillaceae,1.0000,Weissella,1.0000
Otu664,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,0.9900,Bacteroidales,0.9900,Muribaculaceae,0.9200,Paramuribaculum,0.7900
Otu661,Bacteria,1.0000,Firmicutes,0.9700,Clostridia,0.9600,Clostridiales,0.9600,Clostridiaceae_1,0.4900,Clostridium_sensu_stricto,0.2400
Otu665,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Papillibacter,0.6800
Otu666,Bacteria,1.0000,Firmicutes,0.9500,Clostridia,0.7100,Clostridiales,0.6400,Peptococcaceae_2,0.2600,Desulfallas,0.1500
Otu667,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Mycobacteriales,1.0000,Corynebacteriaceae,1.0000,Corynebacterium,1.0000
Otu668,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Oscillibacter,1.0000
Otu669,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9900,Sporobacter,0.6100
Otu671,Bacteria,1.0000,Firmicutes,0.9000,Clostridia,0.8500,Clostridiales,0.8500,Peptostreptococcaceae,0.2200,Desulfofarcimen,0.1700
Otu670,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Harryflintia,0.6500
Otu674,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9300,Ruminococcus,0.4600
Otu672,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Mycobacteriales,1.0000,Corynebacteriaceae,1.0000,Corynebacterium,1.0000
Otu673,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9700,Oscillibacter,0.5000
Otu675,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Bifidobacteriales,1.0000,Bifidobacteriaceae,1.0000,Bifidobacterium,1.0000
Otu676,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Micrococcales,1.0000,Micrococcaceae,1.0000,Rothia,1.0000
Otu677,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Massiliimalia,1.0000
Otu678,Bacteria,1.0000,Firmicutes,0.9000,Clostridia,0.6300,Clostridiales,0.6300,Clostridiales_Incertae_Sedis_XIII,0.1900,Aminipila,0.1400
Otu679,Bacteria,1.0000,Actinobacteria,1.0000,Actinobacteria,1.0000,Micrococcales,1.0000,Micrococcaceae,0.9700,Rothia,0.9200
Otu680,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9600,Clostridiales,0.9500,Gracilibacteraceae,0.3500,Gracilibacter,0.3400
Otu681,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9600,Monoglobus,0.3900
Otu682,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,1.0000,Erysipelotrichales,1.0000,Erysipelotrichaceae,1.0000,Traorella,1.0000
Otu683,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu684,Bacteria,1.0000,Firmicutes,0.9600,Clostridia,0.8500,Clostridiales,0.6900,Peptococcaceae_1,0.2000,Proteinivorax,0.1200
Otu685,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9600,Clostridiales,0.8700,Clostridiaceae_1,0.2700,Clostridium_sensu_stricto,0.2700
Otu686,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9900,Roseburia,0.5400
Otu687,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9300,Clostridiales,0.9200,Lachnospiraceae,0.2900,Alkaliphilus,0.1600
Otu688,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9700,Clostridiales,0.9700,Eubacteriaceae,0.5400,Eubacterium,0.5400
Otu689,Bacteria,1.0000,Proteobacteria,1.0000,Betaproteobacteria,1.0000,Burkholderiales,1.0000,Burkholderiaceae,0.9900,Lautropia,0.9900
Otu691,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Clostridium_IV,0.4000
Otu690,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9800,Papillibacter,0.5300
Otu693,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9500,Flintibacter,0.6800
Otu692,Bacteria,1.0000,Proteobacteria,1.0000,Betaproteobacteria,1.0000,Burkholderiales,1.0000,Burkholderiaceae,1.0000,Lautropia,1.0000
Otu694,Bacteria,1.0000,Firmicutes,1.0000,Erysipelotrichia,0.8900,Erysipelotrichales,0.8900,Erysipelotrichaceae,0.8900,Turicibacter,0.8900
Otu695,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Lactobacillales,1.0000,Streptococcaceae,1.0000,Lactococcus,1.0000
Otu696,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,0.9800,Eggerthellaceae,0.9800,Adlercreutzia,0.9500
Otu697,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9300,Ruminococcus,0.3400
Otu700,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Prevotellaceae,1.0000,Prevotella,1.0000
Otu698,Bacteria,1.0000,Actinobacteria,1.0000,Coriobacteriia,1.0000,Eggerthellales,1.0000,Eggerthellaceae,1.0000,Slackia,1.0000
Otu699,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Phocea,0.9400
Otu702,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.9700,Enterocloster,0.3900
Otu703,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,0.8600,Lacrimispora,0.2100
Otu701,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9700,Clostridiales,0.9500,Clostridiaceae_1,0.5000,Clostridium_sensu_stricto,0.2000
Otu706,Bacteria,1.0000,Fusobacteria,0.8400,Fusobacteriia,0.8400,Fusobacteriales,0.8400,Fusobacteriaceae,0.8400,Fusobacterium,0.8400
Otu704,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.9800,Clostridiales,0.9800,Clostridiaceae_1,0.4200,Clostridium_sensu_stricto,0.2200
Otu705,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9800,Pseudoflavonifractor,0.3700
Otu707,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Enterocloster,0.3500
Otu708,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Massiliimalia,0.6300
Otu709,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9800,Clostridiales,0.9800,Ruminococcaceae,0.6500,Ruminococcus,0.5500
Otu711,Bacteria,1.0000,Bacteroidetes,1.0000,Bacteroidia,1.0000,Bacteroidales,1.0000,Prevotellaceae,0.9700,Prevotella,0.7200
Otu710,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Peptostreptococcaceae,1.0000,Intestinibacter,0.9600
Otu712,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Anaerotignum,1.0000
Otu713,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Coprococcus,1.0000
Otu714,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.9800,Clostridiales,0.9800,Ruminococcaceae,0.9100,Sporobacter,0.5500
Otu716,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Harryflintia,1.0000
Otu715,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9800,Intestinimonas,0.7600
Otu717,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Merdimonas,1.0000
Otu718,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Blautia,1.0000
Otu720,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Caproiciproducens,0.3400
Otu719,Bacteria,1.0000,Firmicutes,0.9800,Clostridia,0.8900,Clostridiales,0.8000,Peptococcaceae_1,0.3400,Desulfosporosinus,0.1300
Otu721,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Cuneatibacter,1.0000
Otu723,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Eubacteriaceae,0.9400,Anaerofustis,0.9400
Otu724,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,0.9400,Ruminococcus,0.3600
Otu722,Bacteria,1.0000,Firmicutes,0.9900,Clostridia,0.8600,Clostridiales,0.8100,Gracilibacteraceae,0.2100,Lutispora,0.2000
Otu725,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Massiliimalia,0.9300
Otu727,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Anaerotruncus,0.9500
Otu726,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Clostridiaceae_1,0.4200,Oxobacter,0.1600
Otu728,Bacteria,1.0000,Firmicutes,1.0000,Bacilli,1.0000,Bacillales,1.0000,Paenibacillaceae_1,1.0000,Brevibacillus,1.0000
Otu730,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Lachnospiraceae,1.0000,Lacrimispora,0.3400
Otu729,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,0.9900,Clostridiales,0.9900,Ruminococcaceae,0.9900,Harryflintia,0.2900
Otu731,Bacteria,1.0000,Firmicutes,1.0000,Clostridia,1.0000,Clostridiales,1.0000,Ruminococcaceae,1.0000,Monoglobus,1.0000
